名字,发表时间,分数,标题,连接
toop,2019/8/9 15:44,10,流量明星烂剧,https://movie.douban.com/review/10388295
这猫圆成球,2019/8/9 15:43,10,我错了我再也不猎奇了,https://movie.douban.com/review/10388289
批判主义者,2019/8/9 15:42,30,告鹿晗粉丝书——我们为什么要打一星！,https://movie.douban.com/review/10388287
梁梁同学,2019/8/9 15:42,40,毫无意义的黑，真的让人匪夷所思,https://movie.douban.com/review/10388286
卑职小黄人,2019/8/9 15:42,10,上海堡垒,https://movie.douban.com/review/10388284
光着脚的猫,2019/8/9 15:42,50,五颗星给每一个认真期待过并付出过的人,https://movie.douban.com/review/10388282
批判主义者,2019/8/9 15:41,30,告鹿晗粉丝书——为什么应该打一星！,https://movie.douban.com/review/10388279
lala露露,2019/8/9 15:39,50,一定要看彩蛋啊啊啊！！！！！,https://movie.douban.com/review/10388270
经典,2019/8/9 15:38,10,没看过,https://movie.douban.com/review/10388266
~iui~,2019/8/9 15:37,40,个人认为还可以的,https://movie.douban.com/review/10388265
猜火车,2019/8/9 15:37,40,《上海堡垒》观影体验,https://movie.douban.com/review/10388264
肖薇,2019/8/9 15:37,50,宣传片和正片不一样，建议大家去看看，上海堡垒，不负众望！,https://movie.douban.com/review/10388260
搞到真的了,2019/8/9 15:37,30,中度科幻片+中度爱情片,https://movie.douban.com/review/10388258
鹿屿可,2019/8/9 15:37,50,关于上海堡垒我想说的,https://movie.douban.com/review/10388257
有晨光,2019/8/9 15:37,30,心中的成见确实是一座大山,https://movie.douban.com/review/10388256
183****1092,2019/8/9 15:35,10,差评，完全无法比拟流浪地球,https://movie.douban.com/review/10388248
hxl521,2019/8/9 15:33,10,演技尴尬,https://movie.douban.com/review/10388241
海小皇,2019/8/9 15:33,10,向《富春山居图》《无极》《逐梦演艺圈》说对不起！没有最烂，只有更烂！,https://movie.douban.com/review/10388240
华,2019/8/9 15:33,10,拿斧子砍是真的笑了,https://movie.douban.com/review/10388237
豆友201471096,2019/8/9 15:32,10,鹿晗，我是专门来顶你的,https://movie.douban.com/review/10388229
Rexxxxnee,2019/8/9 15:30,50,看啦~~~我的感受如下~,https://movie.douban.com/review/10388225
假装去纽约,2019/8/9 15:30,10,上海堡垒，毫无底线,https://movie.douban.com/review/10388223
Jason,2019/8/9 15:29,10,疯狂删帖 吃相难看 实名举报！,https://movie.douban.com/review/10388218
木工米青,2019/8/9 15:29,10,6000万分之一快来护我！,https://movie.douban.com/review/10388217
那年花开,2019/8/9 15:29,50,《上海堡垒》震撼与温情，光与能量替代了炮火硝烟，爱一个人就要像五分钟一样用力。,https://movie.douban.com/review/10388215
瑶森,2019/8/9 15:28,10,别再用两千人六年心血来洗白了！,https://movie.douban.com/review/10388214
Mr.G,2019/8/9 15:23,10,垃圾电影,https://movie.douban.com/review/10388198
，，,2019/8/9 15:23,10,对这片子无语,https://movie.douban.com/review/10388197
Old_SIX__,2019/8/9 15:23,10,智障电影,https://movie.douban.com/review/10388196
晴summer,2019/8/9 15:21,50,本就是爱情科幻片,https://movie.douban.com/review/10388184
晴summer,2019/8/9 15:20,50,诚意看待推荐,https://movie.douban.com/review/10388181
晴summer,2019/8/9 15:20,50,对于影片的满意感受,https://movie.douban.com/review/10388179
晴summer,2019/8/9 15:18,50,你们对于流量艺人的恶意,https://movie.douban.com/review/10388173
明然ly,2019/8/9 15:18,20,标准烂片,https://movie.douban.com/review/10388172
梦想飛揚,2019/8/9 15:18,10,垃圾。,https://movie.douban.com/review/10388171
吸特乐吖乐,2019/8/9 15:18,50,值得一看的电影,https://movie.douban.com/review/10388168
豆友191127623,2019/8/9 15:18,10,希望中国电影蹭热度、蹭流量的现象到此为止！,https://movie.douban.com/review/10388167
绝世好猫猫,2019/8/9 15:17,10,不仅想打一分，还想打人,https://movie.douban.com/review/10388164
Tiramisu,2019/8/9 15:17,50,支持《上海堡垒》，支持中国科幻片！,https://movie.douban.com/review/10388162
一支会思考的芦,2019/8/9 15:17,40,上海堡垒——怀着忐忑去，舒口气回来,https://movie.douban.com/review/10388160
Tauriel,2019/8/9 15:15,30,为舒淇,https://movie.douban.com/review/10388151
混沌帝尊,2019/8/9 15:15,10,刷新了认知底线的烂片,https://movie.douban.com/review/10388150
：D|β№℡,2019/8/9 15:14,30,中国科幻第二步？ 迈的不舒展，但也绝对没有那么残废,https://movie.douban.com/review/10388147
deer,2019/8/9 15:13,50,上海堡垒,https://movie.douban.com/review/10388142
豆友?,2019/8/9 15:12,40,我看啦，我才有资格,https://movie.douban.com/review/10388141
辰,2019/8/9 15:12,40,作为一个刚看完首映的，做点儿客观评价,https://movie.douban.com/review/10388140
一代真龙海中升,2019/8/9 15:12,10,垃圾,https://movie.douban.com/review/10388138
清羽淡墨,2019/8/9 15:11,50,好不好看，看了才知道,https://movie.douban.com/review/10388137
金遠,2019/8/9 15:09,10,有那么多没有动态的号来打五星，我还是来个一星吧,https://movie.douban.com/review/10388125
·,2019/8/9 15:09,10,烂片,https://movie.douban.com/review/10388124
水蜜桃儿,2019/8/9 15:08,40,不忘初心，方得始终。,https://movie.douban.com/review/10388119
春天里的秋天,2019/8/9 15:07,40,去看吧，值得！,https://movie.douban.com/review/10388112
豆友201468618,2019/8/9 15:06,10,烂片中的战斗机,https://movie.douban.com/review/10388107
何不上九霄,2019/8/9 15:06,10,不出所料的不值,https://movie.douban.com/review/10388105
豆友191109097,2019/8/9 15:06,10,想不明白还用鹿小姐娘娘腔,https://movie.douban.com/review/10388101
木槿花开。。,2019/8/9 15:05,40,战争下的末日爱情,https://movie.douban.com/review/10388098
喜欢玩皮,2019/8/9 15:05,40,我在上海看《上海堡垒》,https://movie.douban.com/review/10388097
koolwinter_,2019/8/9 15:05,40,“我喜欢你”“收到”,https://movie.douban.com/review/10388096
批判主义者,2019/8/9 15:04,30,告鹿晗粉丝书——为什么我们要打一星,https://movie.douban.com/review/10388088
凯旋门亨利,2019/8/9 15:03,10,流量必扑,https://movie.douban.com/review/10388084
一个领倒,2019/8/9 15:03,10,真难看,https://movie.douban.com/review/10388083
不二,2019/8/9 15:03,50,炮火飞尘之上的大丽花，有他们最痛也是最美的记忆。,https://movie.douban.com/review/10388080
谢HZ俞,2019/8/9 15:03,10,这是2019最烂的电影,https://movie.douban.com/review/10388079
看世界,2019/8/9 15:01,30,emmm,https://movie.douban.com/review/10388075
杉崎四季,2019/8/9 15:01,10,流量、宣发、蹭热度，你就是45年加入果君的臭弟弟？,https://movie.douban.com/review/10388073
山下??,2019/8/9 14:59,50,说实话，我没想到特效这么牛逼,https://movie.douban.com/review/10388067
丫丫666,2019/8/9 14:57,50,上海堡垒,https://movie.douban.com/review/10388060
豆友200720325,2019/8/9 14:57,10,渲染好差，跟剧情一样差,https://movie.douban.com/review/10388058
拥抱阳光,2019/8/9 14:57,10,竟然真的有人去看，一看宣传就是烂片,https://movie.douban.com/review/10388057
Hesao,2019/8/9 14:57,30,偶像剧？,https://movie.douban.com/review/10388055
女王夏晗,2019/8/9 14:57,50,江洋，林澜的无私单纯之爱,https://movie.douban.com/review/10388054
豆友189105920,2019/8/9 14:57,10,已瞎！,https://movie.douban.com/review/10388051
西瓜凉了半个夏,2019/8/9 14:56,10,点偏了的科技树,https://movie.douban.com/review/10388047
像我这样的人,2019/8/9 14:55,10,果然是灾难大片。,https://movie.douban.com/review/10388045
我就喷你能咋,2019/8/9 14:54,10,看见鹿晗就一星，年度烂片！,https://movie.douban.com/review/10388041
用户6519872578,2019/8/9 14:53,10,关于上海堡垒的垃圾,https://movie.douban.com/review/10388039
好吃好吃好吃,2019/8/9 14:53,50,六年筹备，不负期待,https://movie.douban.com/review/10388037
浅素,2019/8/9 14:53,40,真心希望都客观点来看电影,https://movie.douban.com/review/10388036
kuangweirui,2019/8/9 14:53,40,《上海堡垒是一部科幻+爱情片》。,https://movie.douban.com/review/10388035
人间宝藏守护者,2019/8/9 14:52,50,支持国产科幻《上海堡垒》,https://movie.douban.com/review/10388028
豆友201466096,2019/8/9 14:49,10,上海堡垒一部失败的爱情科幻电影,https://movie.douban.com/review/10388019
谢辞,2019/8/9 14:47,50,看过再评价,https://movie.douban.com/review/10388011
威威弟,2019/8/9 14:46,10,别去看！！！,https://movie.douban.com/review/10388007
贩卖欢喜,2019/8/9 14:45,50,让人眼前一亮,https://movie.douban.com/review/10388005
雨过天晴,2019/8/9 14:45,40,舍不掉的家国情怀,https://movie.douban.com/review/10388004
豆友201466539,2019/8/9 14:44,10,为什么不能给半星！,https://movie.douban.com/review/10388002
木头,2019/8/9 14:44,40,家门口的战争,https://movie.douban.com/review/10388001
ECHO,2019/8/9 14:43,50,上海堡垒特效中我最喜欢的几点及影片的启示,https://movie.douban.com/review/10387995
四点木,2019/8/9 14:43,30,那些打一星的真的去看电影了吗？,https://movie.douban.com/review/10387992
废柴,2019/8/9 14:40,50,末日,https://movie.douban.com/review/10387981
阿华的故事、,2019/8/9 14:40,10,垃圾电影,https://movie.douban.com/review/10387980
，，,2019/8/9 14:39,10,一分给特效,https://movie.douban.com/review/10387972
我的小口袋呀,2019/8/9 14:39,40,末日背景下的暗恋,https://movie.douban.com/review/10387971
一首老情歌。,2019/8/9 14:39,10,明目张胆洗钱,https://movie.douban.com/review/10387969
说啥好呢,2019/8/9 14:37,10,跪求各位营销号不要再盲目吹捧了好么？这么烂的电影夸成这样良心不痛么,https://movie.douban.com/review/10387959
咸吃萝卜淡操[爱,2019/8/9 14:37,10,娘炮误国,https://movie.douban.com/review/10387956
人影电屁狗,2019/8/9 14:37,10,“上海”堡垒观后感,https://movie.douban.com/review/10387954
。,2019/8/9 14:36,50,推荐一看,https://movie.douban.com/review/10387952
染白.,2019/8/9 14:36,50,力荐上海堡垒,https://movie.douban.com/review/10387950
发条小橘子,2019/8/9 14:36,40,中国科幻电影在进步！,https://movie.douban.com/review/10387948
在想那个他啊,2019/8/9 14:36,50,良心之作，值得一看,https://movie.douban.com/review/10387947
闲着LEN,2019/8/9 14:35,10,感觉上海堡垒没有什么中国情结，连武器都是用国外的。,https://movie.douban.com/review/10387944
好剧捧烂剧踩,2019/8/9 14:33,10,3.6分，谁之过？豆瓣小组管理员的骚操作是原因之一,https://movie.douban.com/review/10387935
豆友201465253,2019/8/9 14:31,10,真的是烂片！专门注册个账号来告诉大家别浪费辛苦钱,https://movie.douban.com/review/10387929
薄荷味白衬衫,2019/8/9 14:30,50,看完上海堡垒之后的一点小感想,https://movie.douban.com/review/10387925
几何几何,2019/8/9 14:30,40,林澜姐姐你们还招人吗！！！,https://movie.douban.com/review/10387924
帆帆,2019/8/9 14:29,40,一部优秀的中国风格的科幻战争电影,https://movie.douban.com/review/10387922
产品摄影师,2019/8/9 14:28,10,垃圾,https://movie.douban.com/review/10387918
芒果小丸子,2019/8/9 14:26,40,人类生死存亡之末日之战,https://movie.douban.com/review/10387900
smyslenny,2019/8/9 14:25,50,上海堡垒,https://movie.douban.com/review/10387893
喜欢电影的人,2019/8/9 14:24,20,科幻变言情,https://movie.douban.com/review/10387892
 Gary&amp;ding,2019/8/9 14:24,10,只有粉丝头脑不清楚，观众眼睛雪亮,https://movie.douban.com/review/10387891
WhiteLU,2019/8/9 14:21,50,是一部用心的影片,https://movie.douban.com/review/10387882
德,2019/8/9 14:21,10,鹿死谁手，晗恨而终,https://movie.douban.com/review/10387881
蓝白里,2019/8/9 14:20,30,太失望,https://movie.douban.com/review/10387878
睹红花如你,2019/8/9 14:20,10,划时代意义,https://movie.douban.com/review/10387877
菲涅尔透镜,2019/8/9 14:19,10,编导们连自己都拯救不了还想拯救世界,https://movie.douban.com/review/10387871
landnia,2019/8/9 14:19,10,看这部电影就像吃印度糊糊,https://movie.douban.com/review/10387869
最强皮卡丘,2019/8/9 14:18,50,因为粉黑被埋没是国产电影的悲哀,https://movie.douban.com/review/10387862
路过、过路,2019/8/9 14:17,10,年度最烂电影诞生了！,https://movie.douban.com/review/10387861
海风轻轻__,2019/8/9 14:17,0,我想评价负分，可以吗？,https://movie.douban.com/review/10387859
吼吼吼,2019/8/9 14:16,40,上海堡垒真的很不错,https://movie.douban.com/review/10387856
Yippee_9,2019/8/9 14:16,10,没法给0星我好生气,https://movie.douban.com/review/10387853
刘芮淇,2019/8/9 14:15,50,别用偏见看一部电影,https://movie.douban.com/review/10387849
踏雪少爷,2019/8/9 14:15,10,小鲜肉就是小傻逼,https://movie.douban.com/review/10387847
面条,2019/8/9 14:13,10,为啥没零星,https://movie.douban.com/review/10387842
海明默,2019/8/9 14:13,10,感觉星都不够用呢????????????,https://movie.douban.com/review/10387837
momo,2019/8/9 14:13,30,中国的科幻片在成长,https://movie.douban.com/review/10387836
天才萌神TCMS,2019/8/9 14:11,20,《上海堡垒》,https://movie.douban.com/review/10387829
W,2019/8/9 14:10,10,杨老板生意兴隆,https://movie.douban.com/review/10387821
痞子F,2019/8/9 14:08,10,0分,https://movie.douban.com/review/10387816
Avocado,2019/8/9 14:08,50,战狼堡垒,https://movie.douban.com/review/10387815
芦苇deer,2019/8/9 14:08,50,上海堡垒?,https://movie.douban.com/review/10387814
对方已下线,2019/8/9 14:07,50,希望各位喷子能够根据实际情况去判断一个电影好与坏,https://movie.douban.com/review/10387806
田庆,2019/8/9 14:07,10,垃圾,https://movie.douban.com/review/10387805
风间琉璃,2019/8/9 14:06,40,薄见《上海堡垒》,https://movie.douban.com/review/10387802
呲呲,2019/8/9 14:05,10,凭什么给她机会？,https://movie.douban.com/review/10387799
北倾陌为,2019/8/9 14:04,50,这部电影，有吸引人的点,https://movie.douban.com/review/10387796
老邢,2019/8/9 14:04,10,死掉的上海堡垒才是好上海堡垒,https://movie.douban.com/review/10387795
苍井良,2019/8/9 14:02,0,本来就是言情小说非要蹭一下科幻啊,https://movie.douban.com/review/10387789
g,2019/8/9 14:02,10,你可千万别说你是科幻电影,https://movie.douban.com/review/10387785
淋漓*^_^*,2019/8/9 14:01,50,支持男神，支持鹿晗,https://movie.douban.com/review/10387784
亦正亦邪,2019/8/9 14:01,10,。。,https://movie.douban.com/review/10387781
大便崽,2019/8/9 13:59,10,上海人看不起外地人，我们为什么要看得起上海！,https://movie.douban.com/review/10387772
哈哈哈哈,2019/8/9 13:59,10,做人做电影都要有自知之明,https://movie.douban.com/review/10387770
小豆几和小马儿,2019/8/9 13:57,10,这不仅仅是一部垃圾电影，这是垃圾电影的终结者,https://movie.douban.com/review/10387763
Teresa,2019/8/9 13:56,50,《上海堡垒》好好睡，晚安,https://movie.douban.com/review/10387761
白汉,2019/8/9 13:54,50,上海堡垒,https://movie.douban.com/review/10387758
顾无言,2019/8/9 13:52,10,大量没有任何动态的新号来打5星……感动,https://movie.douban.com/review/10387754
痛苦面具拖大米,2019/8/9 13:52,50,看完上海堡垒了，来说说感受,https://movie.douban.com/review/10387750
鹿木水,2019/8/9 13:52,10,没看过也不想看，流量明星活在微博就好，别出来祸祸影视圈,https://movie.douban.com/review/10387748
A?疤月,2019/8/9 13:50,10,要不是能打零星，绝对零蛋,https://movie.douban.com/review/10387740
L.Y.A.,2019/8/9 13:50,40,上海堡垒还可以。,https://movie.douban.com/review/10387739
八号当铺,2019/8/9 13:49,10,本来想打0星的,https://movie.douban.com/review/10387738
林言鹿,2019/8/9 13:47,40,早场《上海堡垒》硬特效做的不错，为什么恶意这么大？,https://movie.douban.com/review/10387735
阿li吖,2019/8/9 13:46,40,科幻与爱情并存,https://movie.douban.com/review/10387730
定制、紫琰,2019/8/9 13:46,10,好不抹黑，烂不包庇！,https://movie.douban.com/review/10387725
斗斗晚,2019/8/9 13:45,10,希望中国科幻有真正的未来,https://movie.douban.com/review/10387722
无二,2019/8/9 13:45,10,0809  上海堡垒,https://movie.douban.com/review/10387716
常新宇,2019/8/9 13:44,10,如果欺骗了观众，观众是很容易看出来的,https://movie.douban.com/review/10387715
维多利亚糖,2019/8/9 13:43,50,关于上海堡垒一点真实的心声,https://movie.douban.com/review/10387711
光光,2019/8/9 13:43,10,果然,https://movie.douban.com/review/10387708
甜美系芦苇,2019/8/9 13:43,50,喜欢,https://movie.douban.com/review/10387707
杨梧析,2019/8/9 13:41,50,感人,https://movie.douban.com/review/10387703
维K君,2019/8/9 13:40,10,震惊！《上海堡垒》，舒淇要步梁朝伟的后尘？,https://movie.douban.com/review/10387697
豆友201459794,2019/8/9 13:40,10,关于第一映像,https://movie.douban.com/review/10387696
啊星星星f,2019/8/9 13:40,40,末日爱情,https://movie.douban.com/review/10387693
EricH一个人,2019/8/9 13:40,10,呕,https://movie.douban.com/review/10387692
奥利奥,2019/8/9 13:39,50,上海堡垒冲鸭,https://movie.douban.com/review/10387688
年糕xi,2019/8/9 13:38,40,上海堡垒,https://movie.douban.com/review/10387681
菲尼克斯Paul,2019/8/9 13:37,10,致《上海堡垒》扑街,https://movie.douban.com/review/10387677
You开心就好,2019/8/9 13:37,10,失望。。,https://movie.douban.com/review/10387675
豆友201459168,2019/8/9 13:36,50,很不错,https://movie.douban.com/review/10387672
卓,2019/8/9 13:35,10,无话可说,https://movie.douban.com/review/10387669
半糖不加冰_,2019/8/9 13:33,50,很棒！很好哭！带好纸巾！,https://movie.douban.com/review/10387662
风雅即垢,2019/8/9 13:33,40,花絮六事,https://movie.douban.com/review/10387660
sss,2019/8/9 13:32,10,“鹿晗＋科幻+战争+爱情元素＝有害垃圾”,https://movie.douban.com/review/10387655
元,2019/8/9 13:30,10,这部电影怕不是初中生校园门口约架,https://movie.douban.com/review/10387652
大头金猪宝,2019/8/9 13:29,50,呼叫上海堡垒,https://movie.douban.com/review/10387649
玉面狐狸,2019/8/9 13:28,10,鹿晗饰演的军人，带不好军帽，侮辱的不是我们，而是军人！！！,https://movie.douban.com/review/10387645
"Be yourself
",2019/8/9 13:27,50,上海堡垒,https://movie.douban.com/review/10387640
木先生,2019/8/9 13:26,20,你们没看过电影的人凭什么黑？（含轻微剧透慎入）,https://movie.douban.com/review/10387636
卡卡西西,2019/8/9 13:26,10,可以和逐梦演艺圈比肩了,https://movie.douban.com/review/10387635
慕城以南丶,2019/8/9 13:24,10,如何给半星？,https://movie.douban.com/review/10387632
慕城以南丶,2019/8/9 13:24,10,如何给半星？,https://movie.douban.com/review/10387631
此枪、梅子酒,2019/8/9 13:23,10,为什么没有零星！？？,https://movie.douban.com/review/10387624
豆友181629378,2019/8/9 13:22,40,上海堡垒 观后感,https://movie.douban.com/review/10387622
豆友192332162,2019/8/9 13:21,10,上海姑娘,https://movie.douban.com/review/10387618
深圳第一帅,2019/8/9 13:20,10,不行，鹿晗演技太差，太娘，撑不起男子汉的气场，如果每个英雄都像他那样，都得完蛋,https://movie.douban.com/review/10387614
水逆退散！,2019/8/9 13:19,40,加油吧 挺棒的,https://movie.douban.com/review/10387606
小猪猪,2019/8/9 13:18,50,值得看,https://movie.douban.com/review/10387603
PhosPhorus?,2019/8/9 13:17,10,新型韭菜还能割下多少查？,https://movie.douban.com/review/10387601
辣猪,2019/8/9 13:17,20,虽然我觉得该多给国产科幻片一点鼓励,https://movie.douban.com/review/10387600
十七,2019/8/9 13:17,50,还可以,https://movie.douban.com/review/10387599
大便崽,2019/8/9 13:16,10,估计要烂尾，大娘炮去打外星人，笑死人了,https://movie.douban.com/review/10387596
我刚拉完你就踩,2019/8/9 13:16,10,打听个事，最后总司令呢？让舒淇顶住，自己烟儿了？,https://movie.douban.com/review/10387594
??NS??,2019/8/9 13:15,10,能不能不拍这些烂片来给外国人嘲笑我们的理由？？？？,https://movie.douban.com/review/10387592
起子,2019/8/9 13:15,20,票房3亿都有危险。《拿什么拯救你，我的魔都堡垒》,https://movie.douban.com/review/10387590
逃跑de小孩,2019/8/9 13:15,40,上海最后的堡垒,https://movie.douban.com/review/10387589
逃跑de小孩,2019/8/9 13:15,40,上海最后的堡垒,https://movie.douban.com/review/10387588
鎏走失在1900,2019/8/9 13:15,10,请记住这些给好评的大V影评人,https://movie.douban.com/review/10387587
小林kobayashi,2019/8/9 13:13,10,《上海堡垒》强烈推荐一定要去看！！,https://movie.douban.com/review/10387582
罗竹石,2019/8/9 13:13,10,不出所料,https://movie.douban.com/review/10387581
Ida,2019/8/9 13:13,50,遗憾吗？那就抓住机会啊！,https://movie.douban.com/review/10387580
清风七夜,2019/8/9 13:13,10,脑残粉太多,https://movie.douban.com/review/10387578
Vu Vu,2019/8/9 13:12,50,还原度真的挺高的,https://movie.douban.com/review/10387576
我的E生活-,2019/8/9 13:12,50,好好看电影，晚安。,https://movie.douban.com/review/10387575
松糕,2019/8/9 13:12,10,难看,https://movie.douban.com/review/10387574
我的E生活-,2019/8/9 13:11,50,好好看电影，晚安。,https://movie.douban.com/review/10387573
膏贴,2019/8/9 13:11,40,《上海堡垒》加油！,https://movie.douban.com/review/10387572
yvette,2019/8/9 13:10,10,挂羊头卖狗肉,https://movie.douban.com/review/10387569
大熊,2019/8/9 13:10,0,粉丝撑得起票房撑得起科幻吗？,https://movie.douban.com/review/10387566
我独闷闷,2019/8/9 13:10,20,从上海堡垒到中国科幻电影,https://movie.douban.com/review/10387563
多啦小桃,2019/8/9 13:10,30,#0809上海堡垒#,https://movie.douban.com/review/10387561
momo,2019/8/9 13:05,50,上海堡垒,https://movie.douban.com/review/10387547
淋漓*^_^*,2019/8/9 13:03,50,支持上海堡垒,https://movie.douban.com/review/10387540
太阳从西边起,2019/8/9 13:03,50,希望电影被公平看待,https://movie.douban.com/review/10387539
Icarus,2019/8/9 13:02,50,我们都爱上海堡垒,https://movie.douban.com/review/10387535
欲与雨语,2019/8/9 13:02,10,垃圾中的垃圾,https://movie.douban.com/review/10387533
若雪.,2019/8/9 13:01,50,中国科幻◎上海堡垒,https://movie.douban.com/review/10387531
小晗好吃嘛,2019/8/9 12:59,50,请你们放下偏见 好好对待这部篇子,https://movie.douban.com/review/10387523
木槿,2019/8/9 12:59,50,《上海堡垒》真的不值得吗？,https://movie.douban.com/review/10387522
Joe,2019/8/9 12:58,10,连评论都不想给的烂片。,https://movie.douban.com/review/10387520
小阿晖,2019/8/9 12:58,50,请不要对中国科幻没有信心，不要对流量抱有太大的恶意,https://movie.douban.com/review/10387519
某丞,2019/8/9 12:58,50,自己的感受,https://movie.douban.com/review/10387518
静谧,2019/8/9 12:58,10,一星，不能再多了！,https://movie.douban.com/review/10387517
陈泓沧,2019/8/9 12:57,10,看了不到40分钟,https://movie.douban.com/review/10387515
印度忽悠部部长,2019/8/9 12:57,10,烂 意料之中，没想到烂成这样，导演 鹿姑娘良心不痛吗,https://movie.douban.com/review/10387514
Ekit,2019/8/9 12:57,10,烂片何以为继？,https://movie.douban.com/review/10387512
时安,2019/8/9 12:57,50,向愿意为国产科幻做贡献的人致谢,https://movie.douban.com/review/10387510
呆若牦牛,2019/8/9 12:56,10,中国科幻卒于20190809,https://movie.douban.com/review/10387508
困了也不睡觉,2019/8/9 12:56,50,在上海拯救世界有什么不一样,https://movie.douban.com/review/10387507
今夜还吹着风,2019/8/9 12:54,40,关于上海堡垒，有几句话想说。,https://movie.douban.com/review/10387498
想ta想ta想ta,2019/8/9 12:54,50,上海堡垒,https://movie.douban.com/review/10387497
冷馒头,2019/8/9 12:54,10,为了国产科幻电影，必须一星,https://movie.douban.com/review/10387496
豆友201131121,2019/8/9 12:53,40,虽然有瑕疵，但不至于那么低吧,https://movie.douban.com/review/10387492
墨染尘埃,2019/8/9 12:52,40,值得去看的电影（可能有剧透）,https://movie.douban.com/review/10387484
Del Rey,2019/8/9 12:51,20,劝大家别浪费钱和时间，我说真的哦,https://movie.douban.com/review/10387478
豆友198568445,2019/8/9 12:50,10,拒绝娘炮,https://movie.douban.com/review/10387474
www,2019/8/9 12:47,50,如果距世界末日只剩下五分钟，你会做什么？,https://movie.douban.com/review/10387466
森森爱吃菜,2019/8/9 12:46,10,LH唱歌是很不错的，但是在演戏这方面经验都不够多，还要再历练,https://movie.douban.com/review/10387458
彗星之火终燎原,2019/8/9 12:45,50,科幻+暗恋，带感,https://movie.douban.com/review/10387454
149,2019/8/9 12:45,40,《上海堡垒》值得去看！（含一部分情节）,https://movie.douban.com/review/10387451
棧,2019/8/9 12:44,10,最不像科幻片的科幻片，如同一颗老鼠屎一般混入中国电影界,https://movie.douban.com/review/10387449
你有事吗,2019/8/9 12:43,50,万一只剩五分钟了呢,https://movie.douban.com/review/10387447
忘羡,2019/8/9 12:43,50,总体不错,https://movie.douban.com/review/10387445
古德貓甯,2019/8/9 12:42,30,感觉像是拍啫喱水和面膜的大型广告。,https://movie.douban.com/review/10387440
诺原,2019/8/9 12:42,50,上海堡垒,https://movie.douban.com/review/10387437
爱至深处无怨尤,2019/8/9 12:41,10,千万不要因为好奇而去影院,https://movie.douban.com/review/10387434
公平公正,2019/8/9 12:40,50,上海堡垒,https://movie.douban.com/review/10387428
小小狸仙,2019/8/9 12:39,10,无语,https://movie.douban.com/review/10387424
豆友192092084,2019/8/9 12:37,10,上海堡垒有功夫多琢磨琢磨剧情不好吗？,https://movie.douban.com/review/10387412
awzb,2019/8/9 12:36,10,全程一个字，尬，大写的尬！,https://movie.douban.com/review/10387409
明明铭铭铭,2019/8/9 12:36,30,有群吗？捧一下五毛到账的那种,https://movie.douban.com/review/10387408
豆友198481859,2019/8/9 12:35,40,我刚看了,https://movie.douban.com/review/10387407
清唱流年,2019/8/9 12:35,10,不好,https://movie.douban.com/review/10387406
腹股沟,2019/8/9 12:35,10,既然比小破球打磨的更久，为什么差距这么大？,https://movie.douban.com/review/10387405
豆友187690794,2019/8/9 12:35,10,小鲜肉不要毁电影了,https://movie.douban.com/review/10387404
豆友201438206,2019/8/9 12:34,50,上海堡垒,https://movie.douban.com/review/10387401
豆友201438206,2019/8/9 12:33,50,巨好看值得二刷,https://movie.douban.com/review/10387397
英国Inovar杂志,2019/8/9 12:33,50,泪流满面，它值得你去看,https://movie.douban.com/review/10387392
一头疯狂的牛,2019/8/9 12:32,10,感觉看了迪迦奥特曼剧场版,https://movie.douban.com/review/10387390
波波,2019/8/9 12:32,10,骗钱也不能如此不要脸啊！,https://movie.douban.com/review/10387388
毕导,2019/8/9 12:31,10,演员能背背台词不？头发能剪剪不？,https://movie.douban.com/review/10387385
爱做梦的机器人,2019/8/9 12:30,10,劝别浪费时间,https://movie.douban.com/review/10387383
xl,2019/8/9 12:30,50,豆瓣低分？,https://movie.douban.com/review/10387382
艾蕾什基迦勒,2019/8/9 12:29,10,刷票房群内部消息,https://movie.douban.com/review/10387377
Kang,2019/8/9 12:28,50,刚刚看完了，出乎意料啊,https://movie.douban.com/review/10387374
林小白的小白,2019/8/9 12:28,50,很棒呐,https://movie.douban.com/review/10387373
乐柒,2019/8/9 12:26,50,上海堡垒,https://movie.douban.com/review/10387366
豆友195879054,2019/8/9 12:25,50,支持上海堡垒,https://movie.douban.com/review/10387360
豆友197025288,2019/8/9 12:25,10,科幻首先要做到的是有科学性吧,https://movie.douban.com/review/10387359
豆友197025288,2019/8/9 12:25,10,科幻首先要做到的是有科学性吧,https://movie.douban.com/review/10387358
快来削我789,2019/8/9 12:22,40,为国产科幻电影打call,https://movie.douban.com/review/10387349
惜梦江南,2019/8/9 12:22,10,中国科幻？求求这些导演放过它吧,https://movie.douban.com/review/10387343
春芬,2019/8/9 12:22,50,上海堡垒值得一看,https://movie.douban.com/review/10387342
我从民国来~,2019/8/9 12:19,50,上海即将陆沉……,https://movie.douban.com/review/10387330
朕躬甚安,2019/8/9 12:18,40,节奏很快，家国情怀,https://movie.douban.com/review/10387328
封家小林,2019/8/9 12:18,10,不说了，你们水前好歹先把头像换了吧,https://movie.douban.com/review/10387327
拉普达的园丁,2019/8/9 12:18,10,鹿晗么么哒,https://movie.douban.com/review/10387322
rurukoyuki,2019/8/9 12:17,50,中国科幻电影举步维艰，是不是有你的一臂之力？,https://movie.douban.com/review/10387320
